t;x;vx;ax;frame;px;K;
5,636;0,158;3,782E-2;-0,562;478;3,782E-2;7,152E-4
5,653;0,159;4,034E-2;0,519;479;4,034E-2;8,138E-4
5,670;0,159;5,547E-2;1,470;480;5,547E-2;1,539E-3
5,686;0,161;8,825E-2;0,130;481;8,825E-2;3,897E-3
5,703;0,162;7,060E-2;-1,815;482;7,060E-2;2,495E-3
5,720;0,163;1,513E-2;-2,161;483;1,513E-2;1,144E-4
5,736;0,163;0,000;-0,519;484;0,000;0,000
5,753;0,163;0,000;2,134E-2;485;0,000;0,000
5,770;0,163;6,225E-4;-0,428;486;6,225E-4;8,555E-7
5,787;0,163;-1,218E-2;-0,303;487;-1,218E-2;7,685E-5
5,803;0,162;-1,492E-2;1,977;488;-1,492E-2;1,269E-4
5,820;0,162;5,083E-2;1,455;489;5,083E-2;1,312E-3
5,837;0,164;5,506E-2;0,290;490;5,506E-2;1,525E-3
5,853;0,164;3,388E-2;-1,017;491;3,388E-2;5,741E-4
5,870;0,165;4,024E-2;-3,630E-2;492;4,024E-2;8,095E-4
5,887;0,166;2,118E-2;-0,799;493;2,118E-2;2,242E-4
5,903;0,166;1,906E-2;-3,630E-2;494;1,906E-2;1,816E-4
5,920;0,166;1,694E-2;7,261E-2;495;1,694E-2;1,435E-4
5,937;0,167;2,330E-2;-0,182;496;2,330E-2;2,713E-4
5,953;0,167;1,271E-2;-0,436;497;1,271E-2;8,073E-5
5,970;0,167;4,236E-3;-0,363;498;4,236E-3;8,970E-6
5,987;0,167;4,236E-3;-7,261E-2;499;4,236E-3;8,970E-6
6,003;0,167;0,000;-0,508;500;0,000;0,000
6,020;0,167;-1,059E-2;-0,399;501;-1,059E-2;6,503E-5
6,037;0,167;-1,694E-2;7,261E-2;502;-1,694E-2;1,525E-4
6,053;0,167;-6,353E-3;0,254;503;-6,353E-3;2,018E-5
6,070;0,167;-6,353E-3;0,109;504;-6,353E-3;2,018E-5
6,087;0,166;-6,353E-3;0,109;505;-6,353E-3;2,018E-5
6,103;0,166;0,000;-0,290;506;0,000;0,000
6,120;0,166;-1,482E-2;-0,472;507;-1,482E-2;1,099E-4
6,137;0,166;-2,118E-2;-0,218;508;-2,118E-2;2,242E-4
6,153;0,166;-1,694E-2;0,000;509;-1,694E-2;1,435E-4
6,170;0,165;-2,330E-2;0,109;510;-2,330E-2;2,713E-4
6,187;0,165;-1,482E-2;0,399;511;-1,482E-2;1,099E-4
6,203;0,165;-6,353E-3;0,182;512;-6,353E-3;2,018E-5
6,220;0,165;-1,059E-2;-0,617;513;-1,059E-2;5,606E-5
6,237;0,164;-2,541E-2;-7,261E-2;514;-2,541E-2;3,252E-4
6,253;0,164;-1,906E-2;0,399;515;-1,906E-2;1,839E-4
6,270;0,164;-4,236E-3;0,363;516;-4,236E-3;8,970E-6
6,287;0,164;-1,059E-2;-3,630E-2;517;-1,059E-2;5,606E-5
6,303;0,163;-6,353E-3;-3,630E-2;518;-6,353E-3;2,018E-5
6,320;0,163;-8,471E-3;-0,581;519;-8,471E-3;3,588E-5
6,337;0,163;-2,753E-2;-0,254;520;-2,753E-2;3,790E-4
6,353;0,163;-2,118E-2;0,363;521;-2,118E-2;2,242E-4
6,370;0,162;-8,471E-3;0,000;522;-8,471E-3;3,588E-5
6,387;0,162;-2,330E-2;-0,327;523;-2,330E-2;2,713E-4
6,404;0,162;-2,330E-2;-3,630E-2;524;-2,330E-2;2,713E-4
6,420;0,161;-1,906E-2;0,472;525;-1,906E-2;1,816E-4
6,437;0,161;-1,271E-2;7,261E-2;526;-1,271E-2;8,073E-5
6,454;0,161;-1,059E-2;0,254;527;-1,059E-2;5,606E-5
6,470;0,161;-1,059E-2;3,630E-2;528;-1,059E-2;5,606E-5
6,487;0,161;-4,236E-3;0,145;529;-4,236E-3;8,970E-6
6,504;0,161;-8,471E-3;-0,363;530;-8,471E-3;3,588E-5
6,520;0,160;-1,482E-2;-0,908;531;-1,482E-2;1,099E-4
